apple dog horse apple dog jaguar jaguar banana,jYAKsbgycpWnTmAS,b'h/\xef\xaeK2U\xffi5\xdd+\x14\x12\xf9Fh/\xef\xaeK2U\xffC]\xce\xc6\xc74(*H\x07\xa7\xb0\x8d `h\xef!t\xcb\xfb{\x0b\x8f',DES
apple dog horse apple dog jaguar jaguar banana,jYAKsbgycpWnTmAS,b'u\xef<\xd0boZ]my\xc2\x8aU~0\x12\x91\x9e!\xc6\rs\xcbR\x1e\x01\x1eE\xcfg\xf2\xa7&\xe3\xe3\xfe\xe1\xdd\x99\xfa\xcf\t\xa1\xf9\xd8Z',ARC4
cat apple banana banana jaguar horse banana banana,LFupUgXITDExfnsQ,b'\xe8AK<\xca\xeb\xeb\x13\n\no\xb5\xef\x1a\x8d\xad.V\xdf\x8d;@(cS\x18\x97\xf5B\x1d\\0\x04\xa4\xd7\xb92\xc5\xb6\xb3\xdb2\xa6\xf0\xbe|\xb6\xa8\xca#\xbe\xd3\xd2\x17\x7f\xea\x8c=@\x85\xd0\xe5X\xb5',AES
cat apple banana banana jaguar horse banana banana,LFupUgXITDExfnsQ,b'Ve\xca?\x96\x7f\xff\x7fdB\xa9Y\xfa \xfd\x96\xcfjX\xf8\x1a\xa6\xe4>\xf9\x9f\xaeL~\xb2Zq\xbc\xf5\xf8Lc\xc2\xc0\xb2\x04\xbe\xa6\xac\x84\xe6\xe4\x07_?\xc4q\xef$\xa6i',DES
cat apple banana banana jaguar horse banana banana,LFupUgXITDExfnsQ,b'\xaftH\x19\xfa\xa9m\xc2v\xfa\xc8\xbbbu7\xc4\xbeP\xd4\xd4\xcfvm\x8d\x81Z\xbbl\x81Y\xa94\xe42\x88\xf1J!v\x1b\x82\xb800\xe4\x03\xae\\)\xe1',ARC4
jaguar banana gorilla cat elephant,MqyLTDzkIGmGKZrT,b'B\x94F\x99\x89\xef\\\x88\x92\x0b;\x0b7U\x1e\nJn\x7f\xb1M\x1d\xd5\xc9\xfeg\xb5\xa2\x1c\xb9u.\x93?\x1e\xf4\xb9OPJ\xa4\xe3yVp\xa3\xc4x',AES
jaguar banana gorilla cat elephant,MqyLTDzkIGmGKZrT,b'\x03\xf8!?\xa7>\xa2@\xf6g\x00\xf8\x19\x1c\xf0\xddl\xf2\x80K\x8e\xa0\xadp\x9b\xc8n\xc4\x98\x1a\x91\rH#\x98\xc7\xa3\xa0F\x8f',DES
jaguar banana gorilla cat elephant,MqyLTDzkIGmGKZrT,b'\xca~\x0c\xf7x];6\x07Sl\x1d\x8a\n\xe6\xae\xa9\xe5\xbc\x04_\x07\xc7\x88\xe0Q\xea\xb3\xf3%\xd0\x8e\xb7\xd4',ARC4
fox apple cat fox jaguar gorilla,GwZkrXdWreJAjVRh,"b""\x9d\xcc\xfd<\xe7\xc9'\n\xbe\xb2&\x9aU\xf4f\x0fU\xb2\x8d\xd4V\xbb\x9f4d\xcb\xeaP\xadU\x8c\xda9\xc7\xad7\x08V\x9c\xe3\xba\r6\xb4T\x10v!""",AES
fox apple cat fox jaguar gorilla,GwZkrXdWreJAjVRh,b'\xe5\xa2&\xe3\x1bh\x05\x9d\x0c\xc1\xe1\xd4\x98<}\xb3cd\xd4\xdeA\x8a\x9e\xfb\x11!\xbce\x11\xd3\xba\xf9%\x82\xdb$\x9d\x10\x11\xe8',DES
fox apple cat fox jaguar gorilla,GwZkrXdWreJAjVRh,b'\xafU\xa0&=\xf1\xf7\x83\x010\xd7M\x98\xe4~\xf6?I\x8eY\xed\xfd\xb2q\x8d\x07\xae\x96~/\xe0}',ARC4
elephant elephant cat,lDtfnzYGvZjqSIjA,b'\xa1@\xaf\xa4\x97\xde\xb0N\x94n\xb7O\xd1\x94\x8d5P\x80\x8fI\x03ei1L\x98\xa2\xcd\x83\xc0K\xae',AES
elephant elephant cat,lDtfnzYGvZjqSIjA,"b""5\xb1\xf3\x99\x08'\xa1\x16\xa9\xcc<\xa3HK\xdfK\x10_\x16{J\xd7\xc6;""",DES
elephant elephant cat,lDtfnzYGvZjqSIjA,b'\xa3\xdbM\xc3d\x86\xb10\x12\xcb~\xf8ZYby\x96y\xf2\xf8\xa4',ARC4
gorilla apple jaguar fox iguana dog dog,jWexFhpjdWCjUsga,b'\x88wX\xe1\xc5#\xdd\x85\xdf\x95\x80\x8c)W\x8c\x0eS\xb1\xc0Mu\x939\xacq\x8bc\xfaj]\xb6\xcb\xda<q\x90<q\x08\xf7\x1a\xa6@\xa9\xd3\x9f\xe0&',AES
gorilla apple jaguar fox iguana dog dog,jWexFhpjdWCjUsga,"b""\xa0ik\xbal\xab\x8e\x00\x9a\x8e\xb0\x8e\xa7.d\xd0C\xaf\x95\xd4\xacl\x93\xc0n\xd3\xc1V'\xc3\xfe\x8f\x1a\xcf\xa3V'\xb4\xd5|""",DES
gorilla apple jaguar fox iguana dog dog,jWexFhpjdWCjUsga,b's\xd5M\x95\xe0_L\xff>\xe3G(\xe2c\x84?\xe1BC\x00\xbd3$!\xb4\x833zs\x1e\xa7\xcfX\xcf\xa5\x04\xf1\x82|',ARC4
apple gorilla banana dog,lSzxeAmYbXHBLCEf,"b'\xcb\x99zc\xcc]X\xee\x08v^\xbe""~\x9a\xdb\xa9->Z\x02\x7f\'\x03\x97\xa4\xebIP\xa2\'\x8d'",AES
apple gorilla banana dog,lSzxeAmYbXHBLCEf,b'\xc9yEU\xbf\xa7K\xf7\xba\xfa\x1b\xbff\xfa\x91Is\xf5\xc9\x02u\x88\xea{#f>h.o<\xa4',DES
apple gorilla banana dog,lSzxeAmYbXHBLCEf,"b'\xcbr\xad\x13L\x96P\xd2\x04P\x89F\xed[\x90\x94G\x12\xb2,\xecxi\xce'",ARC4
iguana dog jaguar fox,KpWHOUTsbtRmesrp,b'\x8c\x07\xfde\xd6\x00!8B\x02\x899\x0c\xd3X)\x9b~13\x9b|\xba\x83:\xb0\xa0\xcb\x1f\xaeDU',AES
iguana dog jaguar fox,KpWHOUTsbtRmesrp,"b""\x8fO)<\xdc'\xca\x15-\x8e\x84\xab]Z\x03\x17?\xf4\xb6O\x9b\xc6\xd1}""",DES
iguana dog jaguar fox,KpWHOUTsbtRmesrp,b'\xdd\xdc2\xb4\xee\n\x02oN\x92R\xb6\xba\x02\xf0\xf7^f\xe3\x0c\xcd',ARC4
jaguar horse cat fox,URpcwRzxbhrTqVTA,"b'\xb7J\xd5\x8b\xf7\x7fFu\xa6\xb0\x19|\xaaYX\xd9\xe8:\x83\x96\xcf\xae&\xf9\x85\xbfu\x01^,a-'",AES
jaguar horse cat fox,URpcwRzxbhrTqVTA,b'c\xa2\x95\x0b\xcc\xbcV\xc2\x9a\xf4\xac\x804\xf5\xfep\xad\xb2\xaf`\xe1VI{',DES
jaguar horse cat fox,URpcwRzxbhrTqVTA,b'\x10\x12niy3\x8f\r\x01\xd4`U&\xfcW\xf5\xc2\xb0X\xa2',ARC4
horse horse banana,YWiVXrYOhIuFgiio,b'\xbf\x88\xf6\xbdf\x94\xc4^\xb2m\xb5\x12[\xf7#\xbbC\x84\xce\xb3\xc0\x97\x9e\xec\xd5\xdc\xe1\xbd\xa5\xee\xdb\xae',AES
horse horse banana,YWiVXrYOhIuFgiio,b'O\x88\x11*\xe8Q\xaa6\x9a\xb6h\xb1\xad&{\xe5I\xef\xc8\x90\x1b\x84\xa5\x86',DES
horse horse banana,YWiVXrYOhIuFgiio,b'M\x84^\xed\x17\x8a=:F\xe8\xeeY\xbb\x13\x16i\xcd\xf8',ARC4
banana fox dog cat cat fox,cJrQURVfMMysunon,"b'\xe4\xb1. &\x8a\xc3\x9f""[F>\xdc\x11f\x10\xf0\xd2\xa5Q\x8c$\x15f@}\'\xd5s\xa9?-'",AES
banana fox dog cat cat fox,cJrQURVfMMysunon,b'\x95\xee{\x1e.\x96e\xb6\xfa\xbf\xbbs.H\x17\xa8\x00\xa2K\xc5\xc7\xd9?\xe5JO2\xf7u\x02\x85\x90',DES
banana fox dog cat cat fox,cJrQURVfMMysunon,"b""\xba\x92\x9c\xc6\xe1\t\xafyi\xf1Lu\xc9C'\x97O\xd9\xe2\x0b`\x0e\x9c\x7fSE""",ARC4
banana gorilla jaguar,dxBuoMSYbyXfnbOU,b'\x0eq\x0cS\x0f\x94l\x92\xa8\xa2.\x15q(\x93=d\xca\x8c\x06qH^\x81\x14\x968f\x03:\xe0V',AES
banana gorilla jaguar,dxBuoMSYbyXfnbOU,b'\xe9kU\xf9\x91\xc3~y\x80\xfe\xe8B\xfd\xdc\xb7\x02\xc6\xcc\n\x82\xd3\xecQ\xbc',DES
banana gorilla jaguar,dxBuoMSYbyXfnbOU,b'*\xc9\xd3M\xb3\xd0p.=\xb4S}\xc9\xf0\xd7\x82\xfc\xdf\xadW\x07',ARC4
jaguar elephant fox apple dog banana elephant,pSQetbzwkKGdlvvL,b'\x93I\xb35\x95hDJ\t\xeb\xc5\xda\xf3\xcf\x16\t\xf1\x1b\xcb]\xf6\xe8K\xadi\xc4\xf9i\xb2C0J\x1d\x97#\xb8\xcd\xe2\x07T\x0b\xb3\xd5\xc1[ 8\x0f',AES
jaguar elephant fox apple dog banana elephant,pSQetbzwkKGdlvvL,"b'\xc2g\xe6\tP\xe2\x9c\xf4o\xfa\x80\xbf\x9c\xdf\xa8\x8b\x05Y\x9ec_8\xbeM\xed\xd1 \xe6\x8a\x91\xf7:=\xd2\xb8,-9\x1a\x95\xf8-\xf72\x85\xbb\xc1\xc6'",DES
jaguar elephant fox apple dog banana elephant,pSQetbzwkKGdlvvL,b'\xe2\x03\xcb\xef\xc58\xfb\xdd\xdah6;\x85@i\xfa6\xb0\xa6w+%J\x00V-X)BR\x1c\x82\xd2>\x17\xa3\xcb-\x17t\xf2\x7f\xf4_a',ARC4
gorilla gorilla dog apple dog apple apple cat,MBQUbSgUaPlmlgAz,b'`\xc2\xa8\xb1\xd2\xbe\xe4X\xc6\xcd}\x80\xa3X\xa2\x88\xe2v\xa3\xde\xa1\xb6\tw\xe6\x9c`s\xe0\xaa\xb5\xc6\x034\x1d/\xe3\xe9\x13\xae\xc0\x95W\x1d\x84\xc2-\xd4',AES
gorilla gorilla dog apple dog apple apple cat,MBQUbSgUaPlmlgAz,b'G\xa4\x9da\x1c\xb2\x12\x03G\xa4\x9da\x1c\xb2\x12\x03\x90\x15:\x9f\xa6\x02\xebI\x13\xff\xbc\xfb\xdfml\xb8\x9e\xda\r\x0eJ\xf0\x87\xc2\xb7\xdd\xd6\xab\x98(zm',DES
gorilla gorilla dog apple dog apple apple cat,MBQUbSgUaPlmlgAz,b'g\xfb\xad2Tfp0\xf1\x89{YV\x85X1\xf9\xf5\xe9V\x88\xdc\x9c\xd6cdS\x1aBX\xbeL\xaf\xcfD\\\xb2\xd0\xd3X\xb9{E\x06P',ARC4
apple gorilla gorilla cat apple apple elephant horse,nACkQFkpaICfLwHt,b'\x03\xa3\xb23\xfek\xae\x92\x80\xad\xb7\xdfJ\xed\xac6\xb2Tv\xba\t\xf8g\xf1\x10\xc6\xbb\x9b\xc0@\xd2\xda4@\x97H9U\xc0Q&\x91\xb1K\x96\xa5Z\xf7\x1c\x9d^\xd1\xc8\x0e1\xb6\xa1\xa7\xa0K&T0\xea',AES
apple gorilla gorilla cat apple apple elephant horse,nACkQFkpaICfLwHt,b'\xd4\xfe\xee\xda\xec\x86\xc7\x99\x9b\x05\xd5\xc8\xd3@D4\xccKC\x93\xec\xc3\x8c\x90\xda\xda\x13\xd2\xe9n\x13\xbe&\xf2\xcc\xdb~\xb6\xc7N\xe76S(\x87\x06\xcb.\x1a\xf7\x7f\x18+(\xed`',DES
apple gorilla gorilla cat apple apple elephant horse,nACkQFkpaICfLwHt,b'\xd0(\xd3\xd1\xd5\x83\xd1`X\x02\xd3\xf2zd\xe6`\xb3\xb3v\xaeOxYi\n\x8e\xdd]Z;\xbd{\xec\xdaA\xa2=d\x9aK\xb5\x98\xd28\x03\x083\xe0?.\x9a\xcf',ARC4
banana banana gorilla apple banana fox,afnQsqUWdBTBCWlv,b'\x14\xe4\x8a\x0e\xd6s\xc5\xb6I\x0e\xc6Nq\xfeO\xf3\xa8\x91U\xb3^\xa4Z\xf8\x82\t\xe0\xb3\x07\xd9ih}\xde\x1a\x90\x84\xf70\xe2\xd5\xbdQ\x03\xcf\xba\xd8\x85',AES
banana banana gorilla apple banana fox,afnQsqUWdBTBCWlv,"b'S\xe1\x8e4\x11S8\xfd\xea\xb6\xf8\xc2<""\x9a\x15\xc4\xbc\x9b\x19\xa3\x90$\xcf}\t\xf0[C\xc0\xe0\xb2[\xdd\x97*\x8c\xcaT\x19'",DES
banana banana gorilla apple banana fox,afnQsqUWdBTBCWlv,"b'O\x99\xe3\x8d\r\x1bNW\xf91\xd5\x91\x81\x8f\xf0\xbf\xb5\xd23@\xee\x10@\x92g\x9f;?\x14UT,\x91v\xeb~r\xa7'",ARC4
cat horse horse elephant horse,ZuIYWUKNrLwFBKJj,"b""\x0c_)\xb2\xab~\xd8,\x94\x91\x08\x9f\xb2\xfe\xc0\xfa\x0e\xaaz(\x82\x06G;\xbe'\x1a\xcf\xc1=\xb0\xa8""",AES
cat horse horse elephant horse,ZuIYWUKNrLwFBKJj,b'\x07\x8e\x15m)\xc5+E\x18\x1c\xc9\xc4\x91\xba\xc8\xf6\xf32z\x95U\xcbe\x1e?\xdd\x12R\xe4\x02\x9dW',DES
cat horse horse elephant horse,ZuIYWUKNrLwFBKJj,"b'\xf6\xc4[Q\xd8\xca\'""o\x9epD\xbb\xbf?6\xb6\x0e#y\xc51A\xd8>,s\x8f\x17\x91'",ARC4
cat fox banana dog apple,cgIGpFIiFTlLoLHb,"b'i\xd2""H5\xdd[\xa8xp\xfdc;\xb8O\x07\xc3\xea\xbe\xeap\x1aT\x9b\x8a\x98h\x90C\n\x12W'",AES
cat fox banana dog apple,cgIGpFIiFTlLoLHb,"b'\xd4<9d\xae\x83\x99I\x06D\xc2\xf1\x81\x18\xc7b\x86\x10\xd2""\xec{\xda\x9e\xbdre\xfd\xdd\x05\xe2\x0f'",DES
cat fox banana dog apple,cgIGpFIiFTlLoLHb,b'(O\xdb\xd0\xe90/\x10\xc1\xebr_]FG\x00\x8bu7\xc5\xef\xcd\x94\x1d',ARC4
jaguar apple apple iguana,AARqJSqwbfxUbIIZ,b'P\xc3\x94RE\xcc_\x1c\xb3\x07\xb6\x19\xe7\x14q\xde\x14\xfd\x7f\xb5\xa3\xcb_\xba*\xd42\xe1\x7f\x9d\x05V',AES
jaguar apple apple iguana,AARqJSqwbfxUbIIZ,"b'i""\xa5,\r\xd7\x8c\xe5\xc7e\xf0.V\xe73\xf8\x85u\xe8\xe9\xc4\xbd\x00S\x10\x14\xc2Bd\xed/\x0f'",DES
jaguar apple apple iguana,AARqJSqwbfxUbIIZ,b'\xff\xffB\x13\xfe\x80\xbc\x7f&J\xd8T\x018\xc2\x03\xe2\xac\x9e\xdb\xfeT\x04+\xf3',ARC4
jaguar jaguar iguana jaguar elephant apple horse dog,AXDeBdrYLEUaMdNl,"b'\xcd%\xa1\xb6%\x0e\xb0\x03\xa2\x04\xc5\xe9\x14,\x04\x11@\x15\x99\xc7\xd4\x87\x85\x0e]\x1d9\x15<^\xe5\x9e\x16\xc4<U\xd0\x1eJ\xbb\xfb\x818\xdd\x02\xb8ebU&\xe6k\xf5\xd5\x87\xa6\xcf\xfd>\xa1\xff\x95\xe4\x01'",AES
jaguar jaguar iguana jaguar elephant apple horse dog,AXDeBdrYLEUaMdNl,b'\x9f\x89\x99\x1e-.\xf5\x1e\xfb\xff\xaa\xc5\xba\x8de9\xfa\xe2\x08.\x84\xb3_b\xbd\xb1$\xf8\n\xdb\xb9\x00\xcd\x07\xf2W\xee\xb4\x0e\xaf5 -Iy\x1c+N\xbco=\xc4K\xec\x0c\xfc',DES
jaguar jaguar iguana jaguar elephant apple horse dog,AXDeBdrYLEUaMdNl,b'\x04\xd4C\x13;\xfe\xde\xaf\t\x14ZB\x8eo\xcb\xba\xa1\xbc\xef\xf2h\x9ega\x10\xaf\xa0\xd8\xb2\xc3]\t^\xa6\xa8\xe7>\x10\xd4\x0f\x1e\x94\x91\xef\xd1\x11y\xdb\xe8\xf9\x07\xe2',ARC4
apple elephant gorilla,nWLCeRigGzImGvrV,b'\xed\x078H\x10S\x9c\xf3\xbc\xa8\xfb\x0b{\x1b\x9c{\x0877\xc4\xf17{On\xf7\xfa\xe6\xf2~\xf2\n',AES
apple elephant gorilla,nWLCeRigGzImGvrV,"b""\xcf\xcd\xfep\x0c\xcf\x0f\x89W\x84\xfb\x80\xd2\xa19\xbb\xf9\x10G?i'8\x02""",DES
apple elephant gorilla,nWLCeRigGzImGvrV,b'\xa9\x95\xb5\t\x16\x84p\t\x91\xa2Ey\x1f\xcbWU\xb3\x8eZ~\xa3\xd3',ARC4
cat horse jaguar dog,iFGUHOhkZQGuKjUK,b'\xdd\xd0\x81\x83^vg*o\xc80j\xeb\x00\x05X\x88\x04O\xf7<&\x13e%t\xc4?U%\xef\xa9',AES
cat horse jaguar dog,iFGUHOhkZQGuKjUK,"b""\x97\xbf[\xc1\xd2\xa1'\xf1\xea\xba\xc1\xcf\xa4\x85\xeal.\xb1\x94@tV\xb1l""",DES
cat horse jaguar dog,iFGUHOhkZQGuKjUK,b'p\xffue9h\x9a\x95#\xd5\x19\x15\xc0\xcb\xaa\xc6\x9b\x0f\xc0\x16',ARC4
gorilla cat apple apple fox horse elephant,VgfOyVBvojakYgAh,"b'y\xce\x11x{\xc2\xef\xb1gE\xe2\x8ep\xec\xa1g,\xcc\x87N<\xeaE(\xbb{\xc5P\xc6\x1b\xe7}\xa7\xfc\xdbU\xeb\x08\x84~L\xf1\x938\xdf\xd7#4'",AES
gorilla cat apple apple fox horse elephant,VgfOyVBvojakYgAh,b'o/\x83\xbe\x7f\xef3\xff\xd4\xcf\xe6Z\xee<(vM\xf9\xeb\x1156\x19\xda+\x9a\x04!\xc7\x87]_w \xd0\xfc\x0e\x1b\xa0v\xc1W\xc3.\x8d7\x89\xea',DES
gorilla cat apple apple fox horse elephant,VgfOyVBvojakYgAh,b'\x8f \xd1\x11\xf8\xdc\x12\xc9\x8dI0/\xad\xe7\xfd?\xf9\xe4\xcf7\n(\xb7\xf7oV\x80\xa9\x96\xaf\x18\xd4\xec\xa5\x8d;TA\xcb\xc35#',ARC4
elephant banana elephant,KAdkcqNeqjTTxddN,"b'\x0b9""]\x95\xa1\x80\x19]\xc19b\xc2<\xe2\xd8/\xc89\x93*\xf2^\'v\xf1O\x1f$\xc0,\xbb'",AES
elephant banana elephant,KAdkcqNeqjTTxddN,b'\xfc\xb3{\x9dF\x04\xfc\xd3\xe2\x8a\xfbK\xdb\xbd\x12\xa2\xfc\xb3{\x9dF\x04\xfc\xd3\xfb$\x8d\xe2\x08I\xa4\xb3',DES
elephant banana elephant,KAdkcqNeqjTTxddN,b'y\xe1J\xa9D\xc5ny\x03\x9e\x18\xb8\xa6X\x12\x1cx\x9bT\xebaB\xfev',ARC4
cat horse banana elephant dog,PypSzwQcxzyYccAN,b'\xa1\x0e\x80\xd8\x84\xc7\xecY.@\x98\x7f\xf5\xbe\xf5^\xf7\x17\xdb\xb2\x10\x14s\x8f\x02P~\xa5\x88B\xcc\xcd',AES
cat horse banana elephant dog,PypSzwQcxzyYccAN,b'^\x8f\xd5\xc9z\xd0\x14\xe9\x9a\x83M\x1a\x9f\xe6#W\xbeS\x84\xd4\xce[\x81w\xca#\\c\xbc;jy',DES
cat horse banana elephant dog,PypSzwQcxzyYccAN,b'\xdb5?\xcb\x05\x83\x17\x8bL\xd5\xb0\xf9\x15\x05\x96L\xcd\xfc\xdd\xd3w\xd6x\xd9\r\xc9\xa8GW',ARC4
dog horse horse horse horse cat banana,lDCvCWgxthAAGsJF,"b'W\x9aH\xaa\xbe\x86\x8ak\x94\xf9\x98n\xc99A\x07\xe0\x08q,\x08\xecF\xab\x97\xf4\xd6\x0e\x8fH\x9b\xe3\x11\x00\x11\xedml\xa7\xce\xcd\xbf\xf0\x84\x1aj\xf8`'",AES
dog horse horse horse horse cat banana,lDCvCWgxthAAGsJF,b'%\x80J<3\xb1\xa6\x03\xbal\xcci]r\xe0O\xc50~\x88\x1f?\x17;\xe0)\x7f\xcb\xb5|\xe0\xed\x95\xae\xb4\xab\xaf\xbc\xc0|',DES
dog horse horse horse horse cat banana,lDCvCWgxthAAGsJF,b'\xd2P\xb1+\x13\xf1\x81\x00\xaeM\x85\xa8\xbb\xa1D:\xbc\x86\x7f;\xfd\xf3_\xae\x17Q\xe9\x9a\xc5n\x86}-\xa9\xdf\xb9MK',ARC4
gorilla iguana apple jaguar jaguar cat dog,ovclgxRTqRqTtYXB,b'\x90\xd0\xf0\xb4\xb7\x87\x9b\xd7O\x08\x96a\xbc\xc3\xb2!\xb8\x91d\x8dX_\xc6\x9f?\xc5\x95jHe\xa8\x956\xc9{v\xc7\xd9#\x81G.\x99\x81`\xc1IL',AES
gorilla iguana apple jaguar jaguar cat dog,ovclgxRTqRqTtYXB,"b""\xf7E\xfa'W{K\xec$\xba\xd4\x88\x82?\xb5\xc0c?<K\x01\xa9_\x02K\xd7l\xa66G\x84\xd1\x142\x90\x1d(\xd4\xef\xff6\xb3\xfb\x0c\xd8\xd1\x17\x07""",DES
gorilla iguana apple jaguar jaguar cat dog,ovclgxRTqRqTtYXB,b'\xad\xbcs\xc2w\xd3+\xfe\x11V\r1\x90\x138\xc2_\x81\x06\x13H\x01\xce;\xd7\x94{>R\xa1\x1d\xd0m\xbf\xe9\x8b\x94\x884:\xc9L',ARC4
fox fox horse,nJwniPmqkbxffPNa,b'\x92\x8a\xebl\\]*cm\x17^FF\xf6\xca\xb0',AES
fox fox horse,nJwniPmqkbxffPNa,b'\x8b0N\xd7\xbdzz\x11hU7\x86\xd3\xe0\xaa\xd9',DES
fox fox horse,nJwniPmqkbxffPNa,b'\xa0\xc2\xcf\x88\xa4l\x1b2\xa5SvB\x0b',ARC4
jaguar horse elephant banana,wSmhgHfwBnpVTNsQ,b'\x06\x9d\xb7\x85\xcb\xec)\x84\xec\xa8\xfazW\xa6\xfcO\xc5\x81\x83PHAX\xf2X\xe8}\xf5\xfe\xa9\xdb\t',AES
jaguar horse elephant banana,wSmhgHfwBnpVTNsQ,"b'\xd1J\xbf#d@\xaa""\xf9\x95Wvx\xef&.\x15\x97\xcf\x8bX\xb8\x8bt\xd2\xb5\xab\xa5\xc2x\xb9^'",DES
jaguar horse elephant banana,wSmhgHfwBnpVTNsQ,b'\xc4\t\x02\xf9\xe5\x81\x85\x02\x00-\x0fg\x95b\xf0\x9f\xf2#\xf8\x81\x14\xce\xf0\x9f4\x00\xcb\x1d',ARC4
jaguar apple iguana dog horse fox fox fox,cNmKHWRCQJEIyRyq,b'\xb7&\x12\x18\xae8\xfc\xc7\xb7>lo\xd0s\xd2>u\x99\xbf\x82\x07\x12\xbb\x9f\x1fO^@g\xabw\xe4\xad\xd5\xa6\xc4\x13~\xa7ifS\xc1d@\xa8\xa3\x14',AES
jaguar apple iguana dog horse fox fox fox,cNmKHWRCQJEIyRyq,"b'\xeb\x93\xd2\xb9\xe0\xe2\xfb<\x99\xa7[D\xc9g""\xe2H\\\x98@\xa0\xa8jM\xc3\xaa\xe0\xeb\x0eLn~\xb9\x83\xbd/\xe1FM\x01X%\xbc\x12\x89\xbe\x8bo'",DES
jaguar apple iguana dog horse fox fox fox,cNmKHWRCQJEIyRyq,b'\\\xf0\xb4o\x0b\x82\xd3R\xe8y\xc2\xd2\xfa\xab\x15\xd8\xbbA\xab]R\xe4\x8e\x97\xa5k\xdc\t\xdb\x91z\xf6g\xda\xab\x85\x1f\x18]\xbe0',ARC4
iguana horse apple fox jaguar dog,RbKxjUmPprSkQole,"b'\xfd\xa1}a\xe3\xaa\xf6\\\x06&\xbb\xb8\xebw\xa8\x9cu\xed\xb4.\x98ng\x99""D\x90\xd7`<\xdf9\xb81l[\xa7h\xf7Gh\xa6""\xcd\xcb\xf4,\x0e'",AES
iguana horse apple fox jaguar dog,RbKxjUmPprSkQole,"b'\x9f\x8b!\xe3\x12\xb8*\xa7\xb9W\xe7\x11\x03\xa9\xd9\xc6pB\x91j[\xef\xed\xd7\xf0\xbe\xdd\x1c\x944\xcfr\xfey\xb3\xbc\x90j""\xc5'",DES
iguana horse apple fox jaguar dog,RbKxjUmPprSkQole,"b'\xe5#-\x90\xdfL\xc9\x1c!X#\x04\xcc\xd0\xb6\xb3\xd9\x0c`\xfaO\x8c,i\xaa\x00_\x1e\x89\xad\x88\x97r'",ARC4
fox iguana jaguar jaguar gorilla banana apple cat,JsLeVXYQWpdrStCk,b'\xe7\r\xdd\x8e\xc5\xa5~\x1f\xcd_\xfa\x11\xd59\xad}V?\xc5\xac\xcd\xb9\xad\xb5\xfe\xa8\x03\xed\x1f6]\xa9b\x1a\xa8\xcd\xf1\xe3\xaat\x0c$\x99_{g\xcd\x8c\xda\xae\xb5\x01j\xad\xbe:o\xdds$\x11\xc5\xd0\xf0',AES
fox iguana jaguar jaguar gorilla banana apple cat,JsLeVXYQWpdrStCk,b'P\xd8PErM\xf1`w_\xbd\x98\x10\xd6\xae\x01Z\xcc\x00\xf4\xe6y@\x16\x1b\x85\\\xd4\x82\x99K\x80\xe6t\x9b\xb8\xbc\xba\x97\x0c\x8f\x0ew^\x99k7\xf2z\xe7P\xf7y\x99\xffV',DES
fox iguana jaguar jaguar gorilla banana apple cat,JsLeVXYQWpdrStCk,b'\xe0\xa7\x88\xe9\xd3IvV\x12C\xfe\x95F\xfa\xe0\xe8\x9bZKD\xc2\xe5E\xef\xb91N0\xb4\xde\x10\xb68\x92\x06\xfe\xce\x04\x92\xab\x83\x04\xd6\x04\xa1\x9f\xd3\xdf\xd6',ARC4
banana banana banana cat apple gorilla horse dog,NclctDiTLVsnOvNq,"b'O?0K\t\xb4=E\x05z\xf4<~\xb2\xa8\xdde~\xf9#\xd5L\xee\x97,\xc6\xc6\x02\xe0\x15\xe4@\x85\xc4\xfe\xf7\xc4Nj}\xce?Q\x06j\xe3\xbaAVK\x06\xc2\xf59\xcd;*\x19\\\xa3Y\xe1\xb4Z'",AES
banana banana banana cat apple gorilla horse dog,NclctDiTLVsnOvNq,"b'\x815j\x0b\xb5\xe1D\x016\x9bj\x87\x05\x8eNM&\x19\r8J\n\x8f\x0e\x13(,b\xd6\x81uw\xdf\xdd\xad\xe1qb\x96\xda\x9e\xdd]4\xbcik*\xb5x\xfb\xf3D\xf1\xb3\xbf'",DES
banana banana banana cat apple gorilla horse dog,NclctDiTLVsnOvNq,b'\x0bq\x16\x11\xbb\xfb4\xb8\xc6f\xcf\xce\xf7\xa9\xbbG\xcb8\x1dJ\xcb\xab\xe2\xa1\xa4&\xb5\x91\xed\x9e\x0b\xf1\x15\xf4\x13\xf6\xa9I\n\xaa\x0e\x7f\xc5\tP\xa08\x11',ARC4
fox apple cat horse fox banana elephant gorilla,rivuEwlxmLIUFsCM,"b'9<\xc9[\x17\\\xe3\xf9:\x8fy\xe4H\x97\xe2Z\x96\\\xed\xce\xb0a \xc7\x8c5W\x13,k\x08\xf0\x9dB\xe1\xaf\x03\xeed\xd5!\x90\xf5\x9d\xb6\xd8i\x91'",AES
fox apple cat horse fox banana elephant gorilla,rivuEwlxmLIUFsCM,b'\x16\x8e\x90\x1e\xd8\x02\xa0\x0c\xc8\xd1\xda\xacPR\x17\x9e\xc3\x94\xc7\x18\x82E\x88\x12\xc5\xec\xbe\x01\x07(\xb0\xef\xea\xaaT\x9c2\x98\xbb\x06\x0f\xc7\x8b:\x06{\xec\xe0',DES
